Data_ID,Dia,Mes,Ano,Data_Completa
134,13,5,2020,2020-05-13
135,14,5,2020,2020-05-14
136,15,5,2020,2020-05-15
137,16,5,2020,2020-05-16
138,17,5,2020,2020-05-17
139,18,5,2020,2020-05-18
140,19,5,2020,2020-05-19
141,20,5,2020,2020-05-20
142,21,5,2020,2020-05-21
143,22,5,2020,2020-05-22
144,23,5,2020,2020-05-23
145,24,5,2020,2020-05-24
146,25,5,2020,2020-05-25
147,26,5,2020,2020-05-26
148,27,5,2020,2020-05-27
149,28,5,2020,2020-05-28
150,29,5,2020,2020-05-29
151,30,5,2020,2020-05-30
152,31,5,2020,2020-05-31
153,1,6,2020,2020-06-01
154,2,6,2020,2020-06-02
155,3,6,2020,2020-06-03
156,4,6,2020,2020-06-04
157,5,6,2020,2020-06-05
158,6,6,2020,2020-06-06
159,7,6,2020,2020-06-07
160,8,6,2020,2020-06-08
161,9,6,2020,2020-06-09
162,10,6,2020,2020-06-10
163,11,6,2020,2020-06-11
164,12,6,2020,2020-06-12
165,13,6,2020,2020-06-13
166,14,6,2020,2020-06-14
167,15,6,2020,2020-06-15
168,16,6,2020,2020-06-16
169,17,6,2020,2020-06-17
170,18,6,2020,2020-06-18
171,19,6,2020,2020-06-19
172,20,6,2020,2020-06-20
173,21,6,2020,2020-06-21
174,22,6,2020,2020-06-22
175,23,6,2020,2020-06-23
176,24,6,2020,2020-06-24
177,25,6,2020,2020-06-25
178,26,6,2020,2020-06-26
179,27,6,2020,2020-06-27
180,28,6,2020,2020-06-28
181,29,6,2020,2020-06-29
182,30,6,2020,2020-06-30
183,1,7,2020,2020-07-01
184,2,7,2020,2020-07-02
185,3,7,2020,2020-07-03
186,4,7,2020,2020-07-04
187,5,7,2020,2020-07-05
188,6,7,2020,2020-07-06
189,7,7,2020,2020-07-07
190,8,7,2020,2020-07-08
191,9,7,2020,2020-07-09
192,10,7,2020,2020-07-10
193,11,7,2020,2020-07-11
194,12,7,2020,2020-07-12
195,13,7,2020,2020-07-13
196,14,7,2020,2020-07-14
197,15,7,2020,2020-07-15
198,16,7,2020,2020-07-16
199,17,7,2020,2020-07-17
200,18,7,2020,2020-07-18
201,19,7,2020,2020-07-19
202,20,7,2020,2020-07-20
203,21,7,2020,2020-07-21
204,22,7,2020,2020-07-22
205,23,7,2020,2020-07-23
206,24,7,2020,2020-07-24
207,25,7,2020,2020-07-25
208,26,7,2020,2020-07-26
209,27,7,2020,2020-07-27
210,28,7,2020,2020-07-28
211,29,7,2020,2020-07-29
212,30,7,2020,2020-07-30
213,31,7,2020,2020-07-31
214,1,8,2020,2020-08-01
215,2,8,2020,2020-08-02
216,3,8,2020,2020-08-03
217,4,8,2020,2020-08-04
218,5,8,2020,2020-08-05
219,6,8,2020,2020-08-06
220,7,8,2020,2020-08-07
221,8,8,2020,2020-08-08
222,9,8,2020,2020-08-09
223,10,8,2020,2020-08-10
224,11,8,2020,2020-08-11
225,12,8,2020,2020-08-12
226,13,8,2020,2020-08-13
227,14,8,2020,2020-08-14
228,15,8,2020,2020-08-15
229,16,8,2020,2020-08-16
230,17,8,2020,2020-08-17
231,18,8,2020,2020-08-18
232,19,8,2020,2020-08-19
233,20,8,2020,2020-08-20
234,21,8,2020,2020-08-21
235,22,8,2020,2020-08-22
236,23,8,2020,2020-08-23
237,24,8,2020,2020-08-24
238,25,8,2020,2020-08-25
239,26,8,2020,2020-08-26
240,27,8,2020,2020-08-27
241,28,8,2020,2020-08-28
242,29,8,2020,2020-08-29
243,30,8,2020,2020-08-30
244,31,8,2020,2020-08-31
245,1,9,2020,2020-09-01
246,2,9,2020,2020-09-02
247,3,9,2020,2020-09-03
248,4,9,2020,2020-09-04
249,5,9,2020,2020-09-05
250,6,9,2020,2020-09-06
251,7,9,2020,2020-09-07
252,8,9,2020,2020-09-08
253,9,9,2020,2020-09-09
254,10,9,2020,2020-09-10
255,11,9,2020,2020-09-11
256,12,9,2020,2020-09-12
257,13,9,2020,2020-09-13
258,14,9,2020,2020-09-14
259,15,9,2020,2020-09-15
260,16,9,2020,2020-09-16
261,17,9,2020,2020-09-17
262,18,9,2020,2020-09-18
263,19,9,2020,2020-09-19
264,20,9,2020,2020-09-20
265,21,9,2020,2020-09-21
266,22,9,2020,2020-09-22
267,23,9,2020,2020-09-23
268,24,9,2020,2020-09-24
269,25,9,2020,2020-09-25
270,26,9,2020,2020-09-26
271,27,9,2020,2020-09-27
272,28,9,2020,2020-09-28
273,29,9,2020,2020-09-29
274,30,9,2020,2020-09-30
275,1,10,2020,2020-10-01
276,2,10,2020,2020-10-02
277,3,10,2020,2020-10-03
278,4,10,2020,2020-10-04
279,5,10,2020,2020-10-05
280,6,10,2020,2020-10-06
281,7,10,2020,2020-10-07
282,8,10,2020,2020-10-08
283,9,10,2020,2020-10-09
284,10,10,2020,2020-10-10
285,11,10,2020,2020-10-11
286,12,10,2020,2020-10-12
287,13,10,2020,2020-10-13
288,14,10,2020,2020-10-14
289,15,10,2020,2020-10-15
290,16,10,2020,2020-10-16
291,17,10,2020,2020-10-17
292,18,10,2020,2020-10-18
293,19,10,2020,2020-10-19
294,20,10,2020,2020-10-20
295,21,10,2020,2020-10-21
296,22,10,2020,2020-10-22
297,23,10,2020,2020-10-23
298,24,10,2020,2020-10-24
299,25,10,2020,2020-10-25
300,26,10,2020,2020-10-26
301,27,10,2020,2020-10-27
302,28,10,2020,2020-10-28
303,29,10,2020,2020-10-29
304,30,10,2020,2020-10-30
305,31,10,2020,2020-10-31
306,1,11,2020,2020-11-01
307,2,11,2020,2020-11-02
308,3,11,2020,2020-11-03
309,4,11,2020,2020-11-04
310,5,11,2020,2020-11-05
311,6,11,2020,2020-11-06
312,7,11,2020,2020-11-07
313,8,11,2020,2020-11-08
314,9,11,2020,2020-11-09
315,10,11,2020,2020-11-10
316,11,11,2020,2020-11-11
317,12,11,2020,2020-11-12
318,13,11,2020,2020-11-13
319,14,11,2020,2020-11-14
320,15,11,2020,2020-11-15
321,16,11,2020,2020-11-16
322,17,11,2020,2020-11-17
323,18,11,2020,2020-11-18
324,19,11,2020,2020-11-19
325,20,11,2020,2020-11-20
326,21,11,2020,2020-11-21
327,22,11,2020,2020-11-22
328,23,11,2020,2020-11-23
329,24,11,2020,2020-11-24
330,25,11,2020,2020-11-25
331,26,11,2020,2020-11-26
332,27,11,2020,2020-11-27
333,28,11,2020,2020-11-28
334,29,11,2020,2020-11-29
335,30,11,2020,2020-11-30
336,1,12,2020,2020-12-01
337,2,12,2020,2020-12-02
338,3,12,2020,2020-12-03
339,4,12,2020,2020-12-04
340,5,12,2020,2020-12-05
341,6,12,2020,2020-12-06
342,7,12,2020,2020-12-07
343,8,12,2020,2020-12-08
344,9,12,2020,2020-12-09
345,10,12,2020,2020-12-10
346,11,12,2020,2020-12-11
347,12,12,2020,2020-12-12
348,13,12,2020,2020-12-13
349,14,12,2020,2020-12-14
350,15,12,2020,2020-12-15
351,16,12,2020,2020-12-16
352,17,12,2020,2020-12-17
353,18,12,2020,2020-12-18
354,19,12,2020,2020-12-19
355,20,12,2020,2020-12-20
356,21,12,2020,2020-12-21
357,22,12,2020,2020-12-22
358,23,12,2020,2020-12-23
359,24,12,2020,2020-12-24
360,25,12,2020,2020-12-25
361,26,12,2020,2020-12-26
362,27,12,2020,2020-12-27
363,28,12,2020,2020-12-28
364,29,12,2020,2020-12-29
365,30,12,2020,2020-12-30
366,31,12,2020,2020-12-31
367,1,1,2021,2021-01-01
368,2,1,2021,2021-01-02
369,3,1,2021,2021-01-03
370,4,1,2021,2021-01-04
371,5,1,2021,2021-01-05
372,6,1,2021,2021-01-06
373,7,1,2021,2021-01-07
374,8,1,2021,2021-01-08
375,9,1,2021,2021-01-09
376,10,1,2021,2021-01-10
377,11,1,2021,2021-01-11
378,12,1,2021,2021-01-12
379,13,1,2021,2021-01-13
380,14,1,2021,2021-01-14
381,15,1,2021,2021-01-15
382,16,1,2021,2021-01-16
383,17,1,2021,2021-01-17
384,18,1,2021,2021-01-18
385,19,1,2021,2021-01-19
386,20,1,2021,2021-01-20
387,21,1,2021,2021-01-21
388,22,1,2021,2021-01-22
389,23,1,2021,2021-01-23
390,24,1,2021,2021-01-24
391,25,1,2021,2021-01-25
392,26,1,2021,2021-01-26
393,27,1,2021,2021-01-27
394,28,1,2021,2021-01-28
395,29,1,2021,2021-01-29
396,30,1,2021,2021-01-30
397,31,1,2021,2021-01-31
398,1,2,2021,2021-02-01
399,2,2,2021,2021-02-02
400,3,2,2021,2021-02-03
401,4,2,2021,2021-02-04
402,5,2,2021,2021-02-05
403,6,2,2021,2021-02-06
404,7,2,2021,2021-02-07
405,8,2,2021,2021-02-08
406,9,2,2021,2021-02-09
407,10,2,2021,2021-02-10
408,11,2,2021,2021-02-11
409,12,2,2021,2021-02-12
410,13,2,2021,2021-02-13
411,14,2,2021,2021-02-14
412,15,2,2021,2021-02-15
413,16,2,2021,2021-02-16
414,17,2,2021,2021-02-17
415,18,2,2021,2021-02-18
416,19,2,2021,2021-02-19
417,20,2,2021,2021-02-20
418,21,2,2021,2021-02-21
419,22,2,2021,2021-02-22
420,23,2,2021,2021-02-23
421,24,2,2021,2021-02-24
422,25,2,2021,2021-02-25
423,26,2,2021,2021-02-26
424,27,2,2021,2021-02-27
425,28,2,2021,2021-02-28
426,1,3,2021,2021-03-01
427,2,3,2021,2021-03-02
428,3,3,2021,2021-03-03
429,4,3,2021,2021-03-04
430,5,3,2021,2021-03-05
431,6,3,2021,2021-03-06
432,7,3,2021,2021-03-07
433,8,3,2021,2021-03-08
434,9,3,2021,2021-03-09
435,10,3,2021,2021-03-10
436,11,3,2021,2021-03-11
437,12,3,2021,2021-03-12
438,13,3,2021,2021-03-13
439,14,3,2021,2021-03-14
440,15,3,2021,2021-03-15
441,16,3,2021,2021-03-16
442,17,3,2021,2021-03-17
443,18,3,2021,2021-03-18
444,19,3,2021,2021-03-19
445,20,3,2021,2021-03-20
446,21,3,2021,2021-03-21
447,22,3,2021,2021-03-22
448,23,3,2021,2021-03-23
449,24,3,2021,2021-03-24
450,25,3,2021,2021-03-25
451,26,3,2021,2021-03-26
452,27,3,2021,2021-03-27
453,28,3,2021,2021-03-28
454,29,3,2021,2021-03-29
455,30,3,2021,2021-03-30
456,31,3,2021,2021-03-31
457,1,4,2021,2021-04-01
458,2,4,2021,2021-04-02
459,3,4,2021,2021-04-03
460,4,4,2021,2021-04-04
461,5,4,2021,2021-04-05
462,6,4,2021,2021-04-06
463,7,4,2021,2021-04-07
464,8,4,2021,2021-04-08
465,9,4,2021,2021-04-09
466,10,4,2021,2021-04-10
467,11,4,2021,2021-04-11
468,12,4,2021,2021-04-12
469,13,4,2021,2021-04-13
470,14,4,2021,2021-04-14
471,15,4,2021,2021-04-15
472,16,4,2021,2021-04-16
473,17,4,2021,2021-04-17
474,18,4,2021,2021-04-18
475,19,4,2021,2021-04-19
476,20,4,2021,2021-04-20
477,21,4,2021,2021-04-21
478,22,4,2021,2021-04-22
479,23,4,2021,2021-04-23
480,24,4,2021,2021-04-24
481,25,4,2021,2021-04-25
482,26,4,2021,2021-04-26
483,27,4,2021,2021-04-27
484,28,4,2021,2021-04-28
485,29,4,2021,2021-04-29
486,30,4,2021,2021-04-30
487,1,5,2021,2021-05-01
488,2,5,2021,2021-05-02
489,3,5,2021,2021-05-03
490,4,5,2021,2021-05-04
491,5,5,2021,2021-05-05
492,6,5,2021,2021-05-06
493,7,5,2021,2021-05-07
494,8,5,2021,2021-05-08
495,9,5,2021,2021-05-09
496,10,5,2021,2021-05-10
497,11,5,2021,2021-05-11
498,12,5,2021,2021-05-12
499,13,5,2021,2021-05-13
500,14,5,2021,2021-05-14
501,15,5,2021,2021-05-15
502,16,5,2021,2021-05-16
503,17,5,2021,2021-05-17
504,18,5,2021,2021-05-18
505,19,5,2021,2021-05-19
506,20,5,2021,2021-05-20
507,21,5,2021,2021-05-21
508,22,5,2021,2021-05-22
509,23,5,2021,2021-05-23
510,24,5,2021,2021-05-24
511,25,5,2021,2021-05-25
512,26,5,2021,2021-05-26
513,27,5,2021,2021-05-27
514,28,5,2021,2021-05-28
515,29,5,2021,2021-05-29
516,30,5,2021,2021-05-30
517,31,5,2021,2021-05-31
518,1,6,2021,2021-06-01
519,2,6,2021,2021-06-02
520,3,6,2021,2021-06-03
521,4,6,2021,2021-06-04
522,5,6,2021,2021-06-05
523,6,6,2021,2021-06-06
524,7,6,2021,2021-06-07
525,8,6,2021,2021-06-08
526,9,6,2021,2021-06-09
527,10,6,2021,2021-06-10
528,11,6,2021,2021-06-11
529,12,6,2021,2021-06-12
530,13,6,2021,2021-06-13
531,14,6,2021,2021-06-14
532,15,6,2021,2021-06-15
533,16,6,2021,2021-06-16
534,17,6,2021,2021-06-17
535,18,6,2021,2021-06-18
536,19,6,2021,2021-06-19
537,20,6,2021,2021-06-20
538,21,6,2021,2021-06-21
539,22,6,2021,2021-06-22
540,23,6,2021,2021-06-23
541,24,6,2021,2021-06-24
542,25,6,2021,2021-06-25
543,26,6,2021,2021-06-26
544,27,6,2021,2021-06-27
545,28,6,2021,2021-06-28
546,29,6,2021,2021-06-29
547,30,6,2021,2021-06-30
548,1,7,2021,2021-07-01
549,2,7,2021,2021-07-02
550,3,7,2021,2021-07-03
551,4,7,2021,2021-07-04
552,5,7,2021,2021-07-05
553,6,7,2021,2021-07-06
554,7,7,2021,2021-07-07
555,8,7,2021,2021-07-08
556,9,7,2021,2021-07-09
557,10,7,2021,2021-07-10
558,11,7,2021,2021-07-11
559,12,7,2021,2021-07-12
560,13,7,2021,2021-07-13
561,14,7,2021,2021-07-14
562,15,7,2021,2021-07-15
563,16,7,2021,2021-07-16
564,17,7,2021,2021-07-17
565,18,7,2021,2021-07-18
566,19,7,2021,2021-07-19
567,20,7,2021,2021-07-20
568,21,7,2021,2021-07-21
569,22,7,2021,2021-07-22
570,23,7,2021,2021-07-23
571,24,7,2021,2021-07-24
572,25,7,2021,2021-07-25
573,26,7,2021,2021-07-26
574,27,7,2021,2021-07-27
575,28,7,2021,2021-07-28
576,29,7,2021,2021-07-29
577,30,7,2021,2021-07-30
578,31,7,2021,2021-07-31
579,1,8,2021,2021-08-01
580,2,8,2021,2021-08-02
581,3,8,2021,2021-08-03
582,4,8,2021,2021-08-04
583,5,8,2021,2021-08-05
584,6,8,2021,2021-08-06
585,7,8,2021,2021-08-07
586,8,8,2021,2021-08-08
587,9,8,2021,2021-08-09
588,10,8,2021,2021-08-10
589,11,8,2021,2021-08-11
590,12,8,2021,2021-08-12
591,13,8,2021,2021-08-13
592,14,8,2021,2021-08-14
593,15,8,2021,2021-08-15
594,16,8,2021,2021-08-16
595,17,8,2021,2021-08-17
596,18,8,2021,2021-08-18
597,19,8,2021,2021-08-19
598,20,8,2021,2021-08-20
599,21,8,2021,2021-08-21
600,22,8,2021,2021-08-22
601,23,8,2021,2021-08-23
602,24,8,2021,2021-08-24
603,25,8,2021,2021-08-25
604,26,8,2021,2021-08-26
605,27,8,2021,2021-08-27
606,28,8,2021,2021-08-28
607,29,8,2021,2021-08-29
608,30,8,2021,2021-08-30
609,31,8,2021,2021-08-31
610,1,9,2021,2021-09-01
611,2,9,2021,2021-09-02
612,3,9,2021,2021-09-03
613,4,9,2021,2021-09-04
614,5,9,2021,2021-09-05
615,6,9,2021,2021-09-06
616,7,9,2021,2021-09-07
617,8,9,2021,2021-09-08
618,9,9,2021,2021-09-09
619,10,9,2021,2021-09-10
620,11,9,2021,2021-09-11
621,12,9,2021,2021-09-12
622,13,9,2021,2021-09-13
623,14,9,2021,2021-09-14
624,15,9,2021,2021-09-15
625,16,9,2021,2021-09-16
626,17,9,2021,2021-09-17
627,18,9,2021,2021-09-18
628,19,9,2021,2021-09-19
629,20,9,2021,2021-09-20
630,21,9,2021,2021-09-21
631,22,9,2021,2021-09-22
632,23,9,2021,2021-09-23
633,24,9,2021,2021-09-24
634,25,9,2021,2021-09-25
635,26,9,2021,2021-09-26
636,27,9,2021,2021-09-27
637,28,9,2021,2021-09-28
638,29,9,2021,2021-09-29
639,30,9,2021,2021-09-30
640,1,10,2021,2021-10-01
641,2,10,2021,2021-10-02
642,3,10,2021,2021-10-03
643,4,10,2021,2021-10-04
644,5,10,2021,2021-10-05
645,6,10,2021,2021-10-06
646,7,10,2021,2021-10-07
647,8,10,2021,2021-10-08
648,9,10,2021,2021-10-09
649,10,10,2021,2021-10-10
650,11,10,2021,2021-10-11
651,12,10,2021,2021-10-12
652,13,10,2021,2021-10-13
653,14,10,2021,2021-10-14
654,15,10,2021,2021-10-15
655,16,10,2021,2021-10-16
656,17,10,2021,2021-10-17
657,18,10,2021,2021-10-18
658,19,10,2021,2021-10-19
659,20,10,2021,2021-10-20
660,21,10,2021,2021-10-21
661,22,10,2021,2021-10-22
662,23,10,2021,2021-10-23
663,24,10,2021,2021-10-24
664,25,10,2021,2021-10-25
665,26,10,2021,2021-10-26
666,27,10,2021,2021-10-27
667,28,10,2021,2021-10-28
668,29,10,2021,2021-10-29
669,30,10,2021,2021-10-30
670,31,10,2021,2021-10-31
671,1,11,2021,2021-11-01
672,2,11,2021,2021-11-02
673,3,11,2021,2021-11-03
674,4,11,2021,2021-11-04
675,5,11,2021,2021-11-05
676,6,11,2021,2021-11-06
677,7,11,2021,2021-11-07
678,8,11,2021,2021-11-08
679,9,11,2021,2021-11-09
680,10,11,2021,2021-11-10
681,11,11,2021,2021-11-11
682,12,11,2021,2021-11-12
683,13,11,2021,2021-11-13
684,14,11,2021,2021-11-14
685,15,11,2021,2021-11-15
686,16,11,2021,2021-11-16
687,17,11,2021,2021-11-17
688,18,11,2021,2021-11-18
689,19,11,2021,2021-11-19
690,20,11,2021,2021-11-20
691,21,11,2021,2021-11-21
692,22,11,2021,2021-11-22
693,23,11,2021,2021-11-23
694,24,11,2021,2021-11-24
695,25,11,2021,2021-11-25
696,26,11,2021,2021-11-26
697,27,11,2021,2021-11-27
698,28,11,2021,2021-11-28
699,29,11,2021,2021-11-29
700,30,11,2021,2021-11-30
701,1,12,2021,2021-12-01
702,2,12,2021,2021-12-02
703,3,12,2021,2021-12-03
704,4,12,2021,2021-12-04
705,5,12,2021,2021-12-05
706,6,12,2021,2021-12-06
707,7,12,2021,2021-12-07
708,8,12,2021,2021-12-08
709,9,12,2021,2021-12-09
710,10,12,2021,2021-12-10
711,11,12,2021,2021-12-11
712,12,12,2021,2021-12-12
713,13,12,2021,2021-12-13
714,14,12,2021,2021-12-14
715,15,12,2021,2021-12-15
716,16,12,2021,2021-12-16
717,17,12,2021,2021-12-17
718,18,12,2021,2021-12-18
719,19,12,2021,2021-12-19
720,20,12,2021,2021-12-20
721,21,12,2021,2021-12-21
722,22,12,2021,2021-12-22
723,23,12,2021,2021-12-23
724,24,12,2021,2021-12-24
725,25,12,2021,2021-12-25
726,26,12,2021,2021-12-26
727,27,12,2021,2021-12-27
728,28,12,2021,2021-12-28
729,29,12,2021,2021-12-29
730,30,12,2021,2021-12-30
731,31,12,2021,2021-12-31
732,1,1,2022,2022-01-01
733,2,1,2022,2022-01-02
734,3,1,2022,2022-01-03
735,4,1,2022,2022-01-04
736,5,1,2022,2022-01-05
737,6,1,2022,2022-01-06
738,7,1,2022,2022-01-07
739,8,1,2022,2022-01-08
740,9,1,2022,2022-01-09
741,10,1,2022,2022-01-10
742,11,1,2022,2022-01-11
743,12,1,2022,2022-01-12
744,13,1,2022,2022-01-13
745,14,1,2022,2022-01-14
746,15,1,2022,2022-01-15
747,16,1,2022,2022-01-16
748,17,1,2022,2022-01-17
749,18,1,2022,2022-01-18
750,19,1,2022,2022-01-19
751,20,1,2022,2022-01-20
752,21,1,2022,2022-01-21
753,22,1,2022,2022-01-22
754,23,1,2022,2022-01-23
755,24,1,2022,2022-01-24
756,25,1,2022,2022-01-25
757,26,1,2022,2022-01-26
758,27,1,2022,2022-01-27
759,28,1,2022,2022-01-28
760,29,1,2022,2022-01-29
761,30,1,2022,2022-01-30
762,31,1,2022,2022-01-31
763,1,2,2022,2022-02-01
764,2,2,2022,2022-02-02
765,3,2,2022,2022-02-03
766,4,2,2022,2022-02-04
767,5,2,2022,2022-02-05
768,6,2,2022,2022-02-06
769,7,2,2022,2022-02-07
770,8,2,2022,2022-02-08
771,9,2,2022,2022-02-09
772,10,2,2022,2022-02-10
773,11,2,2022,2022-02-11
774,12,2,2022,2022-02-12
775,13,2,2022,2022-02-13
776,14,2,2022,2022-02-14
777,15,2,2022,2022-02-15
778,16,2,2022,2022-02-16
779,17,2,2022,2022-02-17
780,18,2,2022,2022-02-18
781,19,2,2022,2022-02-19
782,20,2,2022,2022-02-20
783,21,2,2022,2022-02-21
784,22,2,2022,2022-02-22
785,23,2,2022,2022-02-23
786,24,2,2022,2022-02-24
787,25,2,2022,2022-02-25
788,26,2,2022,2022-02-26
789,27,2,2022,2022-02-27
790,28,2,2022,2022-02-28
791,1,3,2022,2022-03-01
792,2,3,2022,2022-03-02
793,3,3,2022,2022-03-03
794,4,3,2022,2022-03-04
795,5,3,2022,2022-03-05
796,6,3,2022,2022-03-06
797,7,3,2022,2022-03-07
798,8,3,2022,2022-03-08
799,9,3,2022,2022-03-09
800,10,3,2022,2022-03-10
801,11,3,2022,2022-03-11
802,12,3,2022,2022-03-12
803,13,3,2022,2022-03-13
804,14,3,2022,2022-03-14
805,15,3,2022,2022-03-15
806,16,3,2022,2022-03-16
807,17,3,2022,2022-03-17
808,18,3,2022,2022-03-18
809,19,3,2022,2022-03-19
810,20,3,2022,2022-03-20
811,21,3,2022,2022-03-21
812,22,3,2022,2022-03-22
813,23,3,2022,2022-03-23
814,24,3,2022,2022-03-24
815,25,3,2022,2022-03-25
816,26,3,2022,2022-03-26
817,27,3,2022,2022-03-27
818,28,3,2022,2022-03-28
819,29,3,2022,2022-03-29
820,30,3,2022,2022-03-30
821,31,3,2022,2022-03-31
822,1,4,2022,2022-04-01
823,2,4,2022,2022-04-02
824,3,4,2022,2022-04-03
825,4,4,2022,2022-04-04
826,5,4,2022,2022-04-05
827,6,4,2022,2022-04-06
828,7,4,2022,2022-04-07
829,8,4,2022,2022-04-08
830,9,4,2022,2022-04-09
831,10,4,2022,2022-04-10
832,11,4,2022,2022-04-11
833,12,4,2022,2022-04-12
834,13,4,2022,2022-04-13
835,14,4,2022,2022-04-14
836,15,4,2022,2022-04-15
837,16,4,2022,2022-04-16
838,17,4,2022,2022-04-17
839,18,4,2022,2022-04-18
840,19,4,2022,2022-04-19
841,20,4,2022,2022-04-20
842,21,4,2022,2022-04-21
843,22,4,2022,2022-04-22
844,23,4,2022,2022-04-23
845,24,4,2022,2022-04-24
846,25,4,2022,2022-04-25
847,26,4,2022,2022-04-26
848,27,4,2022,2022-04-27
849,28,4,2022,2022-04-28
850,29,4,2022,2022-04-29
851,30,4,2022,2022-04-30
852,1,5,2022,2022-05-01
853,2,5,2022,2022-05-02
854,3,5,2022,2022-05-03
855,4,5,2022,2022-05-04
856,5,5,2022,2022-05-05
857,6,5,2022,2022-05-06
858,7,5,2022,2022-05-07
859,8,5,2022,2022-05-08
860,9,5,2022,2022-05-09
861,10,5,2022,2022-05-10
862,11,5,2022,2022-05-11
863,12,5,2022,2022-05-12
864,13,5,2022,2022-05-13
865,14,5,2022,2022-05-14
866,15,5,2022,2022-05-15
867,16,5,2022,2022-05-16
868,17,5,2022,2022-05-17
869,18,5,2022,2022-05-18
870,19,5,2022,2022-05-19
871,20,5,2022,2022-05-20
